Supplier,Purchaser,CDR Group,CDR Method,Status,Tons Purchased,Total price (USD),Tons Delivered,Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,Year,Month,Day
Carbon Engineering,Individual,DAC/Mineralization,DAC,undelivered,1.0,,,2022-08-31 00:00:00,marketplace report,0,Supercritical,2022,08,31
Husk,Aggregate Purchase,BiCRS,Biochar,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_86eb500121f141dfabd6a154f8838616,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_45ed45cb10d542c774e108a8b5e2abc0,0,Patch,2023,12,15
Charm Industrial,Patients Know Best,BiCRS,Bio-oil,undelivered,3.0,,,2022-09-23 00:00:00,marketplace report,0,Supercritical,2022,09,23
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_8ae5f19d0bd91423b7599e6d15ba2aba,0,Patch,2023,12,15
Oregon Biochar Solutions,JPMorgan Chase,BiCRS,Biochar,delivered,8.0,,8.0,2022-04-13 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,04,13
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_ba01e6af4cc62131800d7240446b4008,0,Patch,2023,12,15
Wakefield Biochar,ustwo games,BiCRS,Biochar,delivered,13.0,,13.0,2023-06-21 00:00:00,0,0,Supercritical,2023,06,21
GreenSand,Sourceful,ERW,Enhanced weathering,delivered,1428.0,,1428.0,2021-03-30 00:00:00,certificate,0,0,2021,03,30
Octavia Carbon,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,5.0,,,2023-09-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,09,04
Freres Biochar,Öresundskraft AB,BiCRS,Biochar,delivered,358.0,,358.0,2023-09-26 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2023,09,26
Nordgau,Aggregate Purchase,BiCRS,Biochar,delivered,1.0,150,1.0,2022-08-26 00:00:00,https://registry.puro.earth/carbon-sequestration,Lune,Puro,2022,08,26
Novocarbo,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,419.3,,419.3,2021-09-20 16:57:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,09,20
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.3,,1.3,2023-12-15 00:00:00,patch order id: ord_prod_4d30eace9643fbec3f32eeeb1c89e694,0,Patch,2023,12,15
Everest Carbon,Unknown,ERW,Enhanced Weathering,undelivered,40.0,11560,,2023-01-15 00:00:00,0,0,Ceezer,2023,01,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_fbbe2b8c30b75b8b46608173568ba91d,0,Patch,2023,12,15
Wakefield Biochar,Ticket Tailor,BiCRS,Biochar,undelivered,68.0,,,2023-03-20 00:00:00,supercritical report,0,Supercritical,2023,03,20
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.2,,0.2,2022-06-23 00:00:00,https://charmindustrial.com/order?orderId=recErcKoWYwl1eI85,0,0,2022,06,23
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,8.4,,8.4,2022-10-14 12:49:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,10,14
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.2,,0.2,2022-02-13 00:00:00,https://charmindustrial.com/order?orderId=recd0HNWTRCpAipfx,0,0,2022,02,13
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,319.0,,319.0,2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,19
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2020-05-13 00:00:00,https://charmindustrial.com/order?orderId=recRv180l2W9RvNq0,0,0,2020,05,13
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_b99d90cd5f3420892792d6d896e24e22,0,Patch,2023,12,15
UNDO,Oxwash,ERW,Enhanced weathering,undelivered,3.0,,,2022-06-30 00:00:00,marketplace report,0,Supercritical,2022,06,30
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,200.0,,,2021-11-01 00:00:00,marketplace report,0,Watershed,2021,11,01
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,2.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
Freres Biochar,RMP Enterprise,BiCRS,Biochar,delivered,124.0,,124.0,2022-02-15 00:00:00,supercritical report,0,Supercritical,2022,02,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.9,,,2023-12-15 00:00:00,patch order id: ord_prod_93dca5bd80223eb4a85a22f546185515,0,Patch,2023,12,15
V-Grid Energy Systems,Aggregate Purchase,BiCRS,Biochar,delivered,33.0,8250,33.0,2023-01-27 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,CO2.com,Puro,2023,01,27
Wakefield Biochar,Luis Amaral,BiCRS,Biochar,undelivered,1.0,,,2023-06-15 00:00:00,0,0,Supercritical,2023,06,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,200.0,,,2022-12-22 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,12,22
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_421cf84c73105b605d674c2c4e0d4bcf,0,Patch,2023,12,15
Aperam BioEnergia,Skandinaviska Enskilda Banken,BiCRS,Biochar,delivered,5498.0,,5498.0,2023-09-21 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2023,09,21
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,152.0,,,2023-12-15 00:00:00,patch order id: ord_prod_12929d57d7d4cd754e06108ca14f1a9d,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_046cffa6170150b1ded03cda9b7aaebd,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,2.0,,2.0,2023-12-15 00:00:00,patch order id: ord_prod_45850f9a9dea40c69e8bc45069f27275,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.7,,1.7,2023-12-15 00:00:00,patch order id: ord_prod_6fddd7e749ec51a8feadd14d99d87045,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,139.0,,,2023-12-15 00:00:00,patch order id: ord_prod_12929d57d7d4cd754e06108ca14f1a9d,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,3.7,,3.7,2021-03-25 00:00:00,https://charmindustrial.com/order?orderId=recdNYKke3olnMnI9,0,0,2021,03,25
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,1.8,,,2023-12-15 00:00:00,patch order id: ord_prod_8f92baaf866d91774ecca01dd4bba27d,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_0cdc11d347895405f7fa4b81d10ecfaf,0,Patch,2023,12,15
Freres Biochar,AlbionVC,BiCRS,Biochar,delivered,70.0,,70.0,2021-09-23 00:00:00,marketplace report,0,Supercritical,2021,09,23
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,41.4,,41.4,2023-03-06 15:07:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,06
Douglas County Forest Products,Faculty Science,BiCRS,Biochar,delivered,85.0,9350,85.0,2022-11-28 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2022,11,28
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,2.6,,2.6,2023-12-15 00:00:00,patch order id: ord_prod_a306eb05b422415bb9cecb890dc8059a,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,6.3,,,2023-12-15 00:00:00,patch order id: ord_prod_d1769fa9cacc2bd5c093817f3bd8e1a4,0,Patch,2023,12,15
Heirloom,Klarna,DAC/Mineralization,DAC,undelivered,49.0,100000,,2022-07-06 00:00:00,https://www.klarna.com/international/press/klarna-partners-with-ireland-based-silicate-to-remove-co2-emissions-and-maximize-positive-climate-impact/,0,Milkywire,2022,07,06
Basna d.o.o.,Aggregate Purchase,BiCRS,Biochar,delivered,10.0,,10.0,2023-07-11 00:00:00,0,Cloverly,Puro,2023,07,11
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-04-01 00:00:00,https://charmindustrial.com/order?orderId=recVzZ6Kooh4Gff14,0,0,2022,04,01
Carbofex,Unknown,BiCRS,Biochar,delivered,2.0,,2.0,2020-06-24 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,06,24
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,21.0,,,2023-12-15 00:00:00,patch order id: ord_prod_bd57b0b8f6cc5c2e1c9387f00c13882d,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,2.0,,,2022-03-31 00:00:00,marketplace report,0,Supercritical,2022,03,31
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_d40b97a11ae9c4199637c76688c17219,0,Patch,2023,12,15
Inplanet,WRLD Foundation,ERW,Enhanced Weathering,undelivered,417.0,125100,,2023-09-29 00:00:00,0,0,Milkywire,2023,09,29
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_31b37f067025a1e583d1de2d88b0dc95,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,83.0,,,2021-08-05 00:00:00,marketplace report,0,Watershed,2021,08,05
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-10-03 00:00:00,https://charmindustrial.com/order?orderId=rec222NaMzd5ftcL7,0,0,2021,10,03
Aperam BioEnergia,Lilac Solutions,BiCRS,Biochar,delivered,800.0,118400,800.0,2023-02-16 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2023,02,16
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,2.5,,2.5,2023-12-15 00:00:00,patch order id: ord_prod_a67e56173317dd55f0e4cf2309783527,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_524b1b629ec91d492717d8ad6d8a834d,0,Patch,2023,12,15
Wakefield Biochar,Booking Holdings Inc.,BiCRS,Biochar,delivered,414.0,,414.0,2023-08-03 00:00:00,https://registry.puro.earth/carbon-sequestration/projects/Biochar/Wakefield-Biochar-Facility-1/643002406801000725,Chooose AS,Puro,2023,08,03
Varaha Climate AG,Aggregate Purchase,BiCRS,Biochar,undelivered,350.0,,,2023-10-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,04
Bussme Energy,Thermo Fisher,BiCRS,Biochar,delivered,178.0,,178.0,2021-10-11 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,10,11
Carbon Cycle,Skandinaviska Enskilda Banken,BiCRS,Biochar,delivered,12.0,3840,12.0,2022-07-07 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,07,07
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.7,,,2023-12-15 00:00:00,patch order id: ord_prod_95e7d8a5e052c2346d3d962934871025,0,Patch,2023,12,15
Carbofex,Unknown,BiCRS,Biochar,delivered,1.0,,1.0,2020-11-09 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,11,09
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_6b4d6e03dae0a978fdba59c000d3bf02,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_e05f75c1820e5f452f8efd4595727164,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-09-20 00:00:00,https://charmindustrial.com/order?orderId=rec0CNADso9doiCtR,0,0,2021,09,20
Bussme Energy,Unknown,BiCRS,Biochar,delivered,20.0,,20.0,2021-12-15 00:00:00,https://registry.puro.earth/carbon-sequestration,Watershed,Puro,2021,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,262.0,,,2023-12-15 00:00:00,patch order id: ord_prod_893f39a36762e4c3438d68277b8da626,0,Patch,2023,12,15
Dutch Carboneers,Individual,BiCRS,Biochar,undelivered,500.0,54984,,2023-07-22 00:00:00,supplier report,0,0,2023,07,22
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_4f6f5651ad39f642d7dc0d8445e36e4c,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_ca441df99023a4fdc61bee6b5306807b,0,Patch,2023,12,15
Wakefield Biochar,Patients Know Best,BiCRS,Biochar,delivered,147.0,,147.0,2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,19
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_80971174d821651321fe6e3fc4a9cadb,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_817020439e011701761f4da466799211,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,0.9,,0.9,2023-12-15 00:00:00,patch order id: ord_prod_fa3142049a8fb0918ddf50475b7cb2ad,0,Patch,2023,12,15
Summit Carbon Solutions,NextGen,BiCRS,BECCS,undelivered,0.0,,,2023-04-27 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,0,0,2023,04,27
Wakefield Biochar,Usman Chowdhry,BiCRS,Biochar,delivered,1.0,,1.0,2023-06-15 00:00:00,0,0,Supercritical,2023,06,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_5880f7e0ad2e84dbbb78902383c34dc1,0,Patch,2023,12,15
Charm Industrial,Block,BiCRS,Bio-oil,partial,200.0,,1.0,2021-10-14 00:00:00,https://charmindustrial.com/order?orderId=recey23GjNZM1bnqI,0,0,2021,10,14
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,77.3,,77.3,2023-12-15 00:00:00,patch order id: ord_prod_5a8f725005c8a4913b10927d02b078ac,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_d05577f40f8866a8a81c1b71a676386e,0,Patch,2023,12,15
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,1.4,,,2023-12-15 00:00:00,patch order id: ord_prod_d9db7ef93c50bcaebd8315000456725a,0,Patch,2023,12,15
O.C.O. Technology,Carbonx Climate,DAC/Mineralization,Mineralization,delivered,34.0,,34.0,2023-08-10 00:00:00,purchaser report,0,Carbonx,2023,08,10
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2021-11-15 00:00:00,https://charmindustrial.com/order?orderId=rec6sjCUC886y9LWD,0,0,2021,11,15
Freres Biochar,Unknown,BiCRS,Biochar,delivered,850.0,,850.0,2021-12-10 00:00:00,https://registry.puro.earth/carbon-sequestration,GECA Environment,Puro,2021,12,10
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,4.7,,4.7,2023-07-04 16:46:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,07,04
Freres Biochar,Moomin Characters,BiCRS,Biochar,delivered,339.0,,339.0,2022-06-14 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,06,14
UNDO,Microsoft,ERW,Enhanced weathering,undelivered,5000.0,,,2023-04-13 00:00:00,https://un-do.com/2023/04/13/undo-becomes-microsofts-first-enhanced-rock-weathering-supplier/,0,0,2023,04,13
Carbon Capture Scotland,WRLD Foundation,BiCRS,BECCS,undelivered,466.0,139800,,2023-09-29 00:00:00,0,0,Milkywire,2023,09,29
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,10.0,,,2023-12-15 00:00:00,patch order id: ord_prod_51c1c963897404df7e0bbae0adcdc069,0,Patch,2023,12,15
Aperam BioEnergia,Carbonx Climate,BiCRS,Biochar,delivered,9.0,,9.0,2023-09-06 00:00:00,Purchaser report,0,0,2023,09,06
Inplanet,Frontier,ERW,Enhanced weathering,undelivered,1041.0,500000,,2022-12-15 00:00:00,https://github.com/frontierclimate/carbon-removal-source-materials/blob/main/Purchase%20Agreements/2022%20Fall/Inplanet%20Purchase%20Agreement.pdf,0,0,2022,12,15
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,283.1,,283.1,2021-09-21 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,09,21
Douglas County Forest Products,Bennetts Associates,BiCRS,Biochar,delivered,9.0,900,9.0,2022-07-25 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,07,25
Bussme Energy,Aggregate Purchase,BiCRS,Biochar,delivered,35.0,,35.0,2022-05-09 00:00:00,https://registry.puro.earth/carbon-sequestration,Pledge,Puro,2022,05,09
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,2.2,,2.2,2023-05-16 20:12:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,16
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_4f6f5651ad39f642d7dc0d8445e36e4c,0,Patch,2023,12,15
Bussme Energy,Microsoft,BiCRS,Biochar,delivered,75.0,,75.0,2021-12-15 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.8,,,2023-12-15 00:00:00,patch order id: ord_prod_36d1d6fa60bfa493febda2353885e59f,0,Patch,2023,12,15
Mash makes,Apheris AI,BiCRS,Biochar,undelivered,47.0,,,2023-07-27 00:00:00,0,0,Supercritical,2023,07,27
Wakefield Biochar,Booking Holdings Inc.,BiCRS,Biochar,delivered,586.0,,586.0,2023-08-03 00:00:00,https://registry.puro.earth/carbon-sequestration/projects/Biochar/Wakefield-Biochar-Facility-1/643002406801000725,Chooose AS,Puro,2023,08,03
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,0.9,,,2023-12-15 00:00:00,patch order id: ord_prod_74d99b5d0d3fd64892baad24ce093c4f,0,Patch,2023,12,15
Oplandske Bioenergi (OBIO),Aggregate Purchase,BiCRS,Biochar,delivered,32.0,,32.0,2023-10-27 00:00:00,https://registry.puro.earth/carbon-sequestration/projects/Biochar/OBIO-Rudshgda/643002406801000398,Down to Earth,Puro,2023,10,27
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-01-29 00:00:00,https://charmindustrial.com/order?orderId=rec8VVxdqPevLR6yd,0,0,2022,01,29
Wakefield Biochar,Vestre,BiCRS,Biochar,delivered,14.0,,14.0,2023-10-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Lune,Puro,2023,10,30
Heirloom,Frontier,DAC/Mineralization,DAC,undelivered,26900.0,26600000,,2023-11-16 00:00:00,https://frontierclimate.com/writing/carboncapture-heirloom?v=1,0,0,2023,11,16
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_871fbfb2f89f25cf7bf79574f128beae,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_ba4695302ec1feab4ce815b96864c345,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,5.4,,,2023-12-15 00:00:00,patch order id: ord_prod_b99fb984293fbd429f988f58b2b8778c,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,300.0,,,2023-12-15 00:00:00,patch order id: ord_prod_76c7afff97a80829e9cc3cdfd4cc734f,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_9d8c866b2396705833ea376bc60f3543,0,Patch,2023,12,15
AspiraDAC,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_0f2607eb3fdb11da2bbc2d10db817da6,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_fcc3abce700b3baca27a8a8f30f0a2f4,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,1.0,,1.0,2023-05-23 13:32:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,23
Nordgau,Doordash,BiCRS,Biochar,delivered,50.0,7500,49.9,2022-09-16 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2022,09,16
Sonnenerde,Carbonx Climate,BiCRS,Biochar,undelivered,415.0,,,2023-03-16 00:00:00,https://carbonx.world/carbonx-facilitates-a-new-1m-round-of-carbon-removal-purchases/,0,Carbonx,2023,03,16
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,2.3,,2.3,2023-12-15 00:00:00,patch order id: ord_prod_8c469d9dc638303e0debcf6b068c7253,0,Patch,2023,12,15
Charm Industrial,Zendesk,BiCRS,Bio-oil,partial,250.0,,1.0,2021-09-23 00:00:00,https://charmindustrial.com/order?orderId=recyjWIqtaVCHoHSH,0,0,2021,09,23
Wakefield Biochar,Faculty Science,BiCRS,Biochar,delivered,9.0,,9.0,2023-07-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,20
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,105.0,,,2023-12-15 00:00:00,patch order id: ord_prod_36a9088177ebec253419c4c3bbf91520,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.2,247,,2021-07-06 00:00:00,https://onedrive.live.com/?authkey=%21ABJIBtq46DOX1ec&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21167509&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2021,07,06
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,2.8,,2.8,2023-12-15 00:00:00,patch order id: ord_prod_662f3c8b50b9d0fc43dc33604517c926,0,Patch,2023,12,15
Carbofex,Unknown,BiCRS,Biochar,delivered,14.0,,14.0,2021-05-21 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,05,21
Charm Industrial,Samsara,BiCRS,Bio-oil,partial,41.0,,1.0,2021-12-06 00:00:00,https://charmindustrial.com/order?orderId=recDSrFi3QYxq5h4H,0,Stripe Climate,2021,12,06
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2022-02-23 00:00:00,https://charmindustrial.com/order?orderId=recFukZYw2DonYONc,0,0,2022,02,23
Carbofex,Unknown,BiCRS,Biochar,delivered,8.0,,8.0,2020-11-18 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,11,18
