Supplier,Purchaser,CDR Group,CDR Method,Status,Tons Purchased,Total price (USD),Tons Delivered,Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,Year,Month,Day
Wakefield Biochar,Colt Technology Services,BiCRS,Biochar,delivered,120.0,,120.0,2023-08-31 00:00:00,https://registry.puro.earth/carbon-sequestration/projects/Biochar/Wakefield-Biochar-Facility-2/643002406801000718,Supercritical,Puro,2023,08,31
Wakefield Biochar,Plural UK Management Limited,BiCRS,Biochar,delivered,60.0,,60.0,2023-03-01 00:00:00,supercritical report,0,Supercritical,2023,03,01
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,5.0,,,2023-12-15 00:00:00,patch order id: ord_prod_857ad4089bd4117fdb96ad58cd38aadd,0,Patch,2023,12,15
Netzero,Unknown,BiCRS,Biochar,delivered,184.0,,184.0,2022-10-28 00:00:00,0,0,Puro,2022,10,28
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,7.0,,7.0,2023-12-15 00:00:00,patch order id: ord_prod_d2eba31c2a9cee6b38cfa23bedc8bdfd,0,Patch,2023,12,15
Lithos,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,10.0,,,2023-12-15 00:00:00,patch order id: ord_prod_db09fef92e59a22b3a428dd947b65800,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2022-02-08 00:00:00,https://charmindustrial.com/order?orderId=recJLInEXpSVJIdFB,0,0,2022,02,08
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,2.5,,2.5,2023-12-15 00:00:00,patch order id: ord_prod_a8516c236675bf5f778df757e7e06a4a,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.9,,,2023-12-15 00:00:00,patch order id: ord_prod_04056f572d943936383b86e5fcd9899f,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_8d37e3fd004b6406dc4e5a52979f55c4,0,Patch,2023,12,15
Heirloom,Terraset,DAC/Mineralization,DAC,undelivered,1.0,1000,,2022-05-20 00:00:00,purchaser report,0,0,2022,05,20
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,11.0,,11.0,2021-03-10 00:00:00,https://charmindustrial.com/order?orderId=recwzGDSTHLIVsQhY,0,0,2021,03,10
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,250.0,,,2023-08-16 00:00:00,Data partner submission through Portal,0,Klimate,2023,08,16
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_e76d45ba652cf124112eba910178d8f1,0,Patch,2023,12,15
Biochar Life,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,32.2,,32.2,2023-04-11 06:15:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,04,11
CarbonBuilt,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_806f1e8425abed66229413e95448f2d3,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,500.0,,,2022-08-02 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,08,02
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_e30973dfeca6f8cbf7d4582e4b3db083,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,14.8,,14.8,2021-11-29 12:48:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,11,29
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_47bdf5eb6d84ab25f13d6ddff45bb32a,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,48.2,,48.2,2023-03-17 11:03:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,17
UNDO,Joan Beaufort,ERW,Enhanced Weathering,undelivered,2.0,,,2023-06-15 00:00:00,0,0,Supercritical,2023,06,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,3.0,,3.0,2023-12-15 00:00:00,patch order id: ord_prod_ebaf3a395e6e1386f727b5a4e6c596b4,0,Patch,2023,12,15
UNDO,PPC Protect,ERW,Enhanced weathering,undelivered,6.0,,,2021-12-21 00:00:00,marketplace report,0,Supercritical,2021,12,21
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,88.0,,88.0,2023-03-17 11:03:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,17
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_15077c45183a3c7dfd69810966382f48,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_63b9d773e39a9cde225dbd236c35dc36,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_389e7c456235a6727fa16f3c895eeeef,0,Patch,2023,12,15
Levitree,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,20.0,,,2023-12-15 00:00:00,patch order id: ord_prod_2eda491a577b931a80f26901a371ad1c,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,80.0,,80.0,2023-12-15 00:00:00,patch order id: ord_prod_d2294523dd7af3a55117894ecb05b337,0,Patch,2023,12,15
Hjelmsäters Egendom,Ripple,BiCRS,Biochar,delivered,16.0,3200,16.0,2022-09-27 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2022,09,27
Carbon Engineering,FundApps Ltd,DAC/Mineralization,DAC,undelivered,5.0,,,2023-06-21 00:00:00,0,0,Supercritical,2023,06,21
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_729503847288eda84ca7fc6cee61e98f,0,Patch,2023,12,15
Running Tide,Shopify,BiCRS,Biomass Sinking,delivered,100.0,,100.0,2020-09-15 07:00:00,https://cdn.shopify.com/static/sustainability/How-to-Kick-Start-the-Carbon-Removal-Market_Shopifys-Playbook.pdf,0,0,2020,09,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-11-22 00:00:00,https://charmindustrial.com/order?orderId=recSgTgUS8H2p3ASQ,0,0,2021,11,22
1PointFive,Vestre,DAC/Mineralization,DAC,undelivered,100.0,,100.0,2023-01-01 00:00:00,https://sustainability.lune.co/vestre-as?certificate=1,0,Lune,2023,01,01
Oregon Biochar Solutions,Unknown,BiCRS,Biochar,delivered,90.0,,90.0,2023-07-26 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2023,07,26
Oregon Biochar Solutions,Aggregate Purchase,BiCRS,Biochar,delivered,1.0,,1.0,2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,2023,06,07
UNDO,Supercritical,ERW,Enhanced Weathering,undelivered,5.0,,,2022-03-31 00:00:00,supercritical report,0,Supercritical,2022,03,31
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,23.0,,23.0,2022-03-16 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,03,16
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,10.3,,10.3,2023-12-15 00:00:00,patch order id: ord_prod_9a9f7a508de35840db8c25864aea8d9d,0,Patch,2023,12,15
Oregon Biochar Solutions,Swiss Re ,BiCRS,Biochar,delivered,788.0,,788.0,2022-01-12 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,01,12
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_c0661add41262470b9610197eec31c6a,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-11-19 00:00:00,https://charmindustrial.com/order?orderId=reczvlfxmwSvsFSGf,0,0,2021,11,19
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,3.0,,3.0,2023-12-15 00:00:00,patch order id: ord_prod_6e1d9ae6d0ad70d1dbfaa356762b2541,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,3.4,,,2023-12-15 00:00:00,patch order id: ord_prod_99adb6161a4c59aa6560378c1cbe0b61,0,Patch,2023,12,15
Carbofex,Aggregate Purchase,BiCRS,Biochar,delivered,232.0,62640,232.0,2022-10-18 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,CO2.com,2022,10,18
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,partial,15.0,,1.0,2022-01-31 00:00:00,https://charmindustrial.com/order?orderId=rec92RGAhCiDYqfe5,0,Klimate,2022,01,31
Oregon Biochar Solutions,Aggregate Purchase,BiCRS,Biochar,delivered,7.0,,7.0,2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,2023,06,07
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,2.8,,,2023-12-15 00:00:00,patch order id: ord_prod_59da992ed64d060649b960aad775d12e,0,Patch,2023,12,15
Oplandske Bioenergi (OBIO),JPMorgan Chase,BiCRS,Biochar,delivered,200.0,40000,200.0,2022-12-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,GECA Environment,Puro,2022,12,20
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_4b1829af351522f79b3af8a14c4af5fc,0,Patch,2023,12,15
Carbon Engineering,Kirk & Co,DAC/Mineralization,DAC,undelivered,1.0,,,2023-07-11 00:00:00,0,0,Supercritical,2023,07,11
UNDO,EmailOctopus,ERW,Enhanced weathering,undelivered,3.0,,,2022-10-20 00:00:00,0,0,Supercritical,2022,10,20
Bussme Energy,Figma,BiCRS,Biochar,delivered,17.0,2550,17.0,2022-09-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2022,09,19
Biochar Life,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,1000.0,,1000.0,2022-11-25 10:30:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,11,25
Carbon Cycle,Unknown,BiCRS,Biochar,delivered,80.0,,80.0,2021-08-31 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,08,31
Carbofex,Unknown,BiCRS,Biochar,delivered,14.0,,14.0,2020-05-25 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,05,25
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,2.1,,,2023-12-15 00:00:00,patch order id: ord_prod_a72e92030a0b0436c193d8d7f57e5c8b,0,Patch,2023,12,15
Charm Industrial,Terraset,BiCRS,Bio-oil,undelivered,8.3,5000,,2022-07-20 00:00:00,purchaser report,0,0,2022,07,20
Carbofex,Softwire,BiCRS,Biochar,delivered,96.0,,96.0,2021-08-12 00:00:00,marketplace report,0,Supercritical,2021,08,12
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,13.0,,,2023-12-15 00:00:00,patch order id: ord_prod_97f6f33d01db26dbd55ff6aa06bbb70e,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,45.3,,45.3,2023-02-17 12:22:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,02,17
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_d3cbb23b5b3626178e8bf2ea46b76064,0,Patch,2023,12,15
Carbon Cycle,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,594.8,,594.8,2022-02-28 19:18:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,02,28
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.3,,0.3,2022-02-20 00:00:00,https://charmindustrial.com/order?orderId=recA5Zrk2EoSW2mXP,0,0,2022,02,20
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,2.5,,2.5,2023-12-15 00:00:00,patch order id: ord_prod_984529db19a87bb27103fbfc382ea155,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-04-29 00:00:00,https://charmindustrial.com/order?orderId=recT3JReZu3PDAlhZ,0,0,2022,04,29
CarbonRun,Frontier,ERW,Enhanced Weathering,undelivered,1291.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
Oplandske Bioenergi (OBIO),Aggregate Purchase,BiCRS,Biochar,delivered,78.0,,78.0,2023-05-04 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,2023,05,04
UNDO,Unknown,ERW,Enhanced Weathering,delivered,19.0,15200,19.0,2023-01-09 00:00:00,0,0,Ceezer,2023,01,09
Carbofex,Infogrid,BiCRS,Biochar,delivered,9.0,,9.0,2021-09-09 00:00:00,supercritical report,0,Supercritical,2021,09,09
Charm Industrial,Terraset,BiCRS,Bio-oil,undelivered,8.3,5000,,2022-08-18 00:00:00,purchaser report,0,0,2022,08,18
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.6,,0.6,2023-12-15 00:00:00,patch order id: ord_prod_f42a7292a317742da31f8bedbc3fc366,0,Patch,2023,12,15
Douglas County Forest Products,Thirdfort,BiCRS,Biochar,delivered,290.0,,290.0,2022-06-08 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,06,08
Charm Industrial,Aledade,BiCRS,Bio-oil,partial,83.0,54780,14.5,2021-08-03 00:00:00,https://charmindustrial.com/order?orderId=rec29XGopBKbGl6RQ,0,Watershed,2021,08,03
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,1439.0,,,2022-02-07 00:00:00,marketplace report,0,Watershed,2022,02,07
Nordgau,Aggregate Purchase,BiCRS,Biochar,delivered,1.0,150,1.0,2022-09-22 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Planetly,Puro,2022,09,22
CarbonBuilt,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,7.4,,,2023-12-15 00:00:00,patch order id: ord_prod_32784b19d41ed476aec27341ba210853,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_2cffb728eebc47259a1e81ff1eb419c3,0,Patch,2023,12,15
Wakefield Biochar,Tyler MacNamara,BiCRS,Biochar,undelivered,1.0,,,2023-06-10 00:00:00,0,0,Supercritical,2023,06,10
Echo2,Unknown,BiCRS,Biochar,delivered,3.0,,3.0,2021-07-12 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,07,12
Charm Industrial,Stripe,BiCRS,Bio-oil,delivered,1667.0,,1.2,2021-07-27 00:00:00,https://charmindustrial.com/order?orderId=reczkCEESEu8mk0A6,0,0,2021,07,27
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,10.0,,,2023-12-15 00:00:00,patch order id: ord_prod_ee0346eddaf7f31b68398c0603a9c324,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,29.0,,,2023-12-15 00:00:00,patch order id: ord_prod_ff914df339ded5f61d11436736e2433d,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-07-07 00:00:00,https://charmindustrial.com/order?orderId=recyLChnWiNYVxD3y,0,0,2022,07,07
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_405d2bb101c2f2a2f68d06ba3461f0d2,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-10-21 00:00:00,https://charmindustrial.com/order?orderId=rec7En3G9ArL8temr,0,0,2021,10,21
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_322856a81bbe5238610b15d8c5f2f56a,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.7,753,,2021-12-27 00:00:00,https://onedrive.live.com/?authkey=%21AA4gk2g6T8sZk%5FM&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21184266&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2021,12,27
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,10.0,,,2023-12-15 00:00:00,patch order id: ord_prod_ae57e9b90811c8e5779ddae26dbcea1a,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,4.0,,4.0,2023-12-15 00:00:00,patch order id: ord_prod_cc3297e8889166ef145bd164f0bef864,0,Patch,2023,12,15
Carbofex,Unknown,BiCRS,Biochar,delivered,106.0,,106.0,2020-05-25 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,05,25
Wakefield Biochar,Bennetts Associates,BiCRS,Biochar,undelivered,24.0,,,2023-03-31 00:00:00,supercritical report,0,Supercritical,2023,03,31
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_69cecb4aa1a5f756224d85b8770c31e8,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,85.0,,,2023-03-24 00:00:00,marketplace report,0,Watershed,2023,03,24
UNDO,Plural UK Management Limited,ERW,Enhanced Weathering,undelivered,11.0,,,2023-03-01 00:00:00,supercritical report,0,Supercritical,2023,03,01
Terra Preta,Aggregate Purchase,BiCRS,Biochar,undelivered,48.0,,,2023-12-15 00:00:00,patch order id: ord_prod_97fe0124dadf4fef99275a22742557a7,0,Patch,2023,12,15
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_c30ac0cbdd590bf41c4709e9fb6479b1,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_97198dc9ef056300f7413590a9aa41da,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,7.0,,7.0,2023-12-15 00:00:00,patch order id: ord_prod_5f8da8f60ab435212eaae3d2ee1eb214,0,Patch,2023,12,15
Bussme Energy,Aggregate Purchase,BiCRS,Biochar,delivered,83.0,,83.0,2021-10-06 00:00:00,marketplace report,0,Watershed,2021,10,06
Charm Industrial,Stripe,BiCRS,Bio-oil,delivered,416.0,,416.0,2020-05-14 00:00:00,https://charmindustrial.com/order?orderId=recdCYvncruqo99tc,0,0,2020,05,14
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_d1688fa21cfb582c87a17d6631ce7b07,0,Patch,2023,12,15
Bioenergie Frauenfeld,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,207.7,,207.7,2023-05-16 20:12:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,16
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,30.0,,30.0,2021-04-16 00:00:00,https://charmindustrial.com/order?orderId=recAg2X1GnrDr4REn,0,Pledge,2021,04,16
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,1.3,,,2023-12-15 00:00:00,patch order id: ord_prod_62b9b4b03d2e427724ab1277d4b79341,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,3.0,,3.0,2023-12-15 00:00:00,patch order id: ord_prod_a09b5e082662e35ad5f69a14fc4c7b56,0,Patch,2023,12,15
Carbon Engineering,Howells Associates,DAC/Mineralization,DAC,undelivered,1.0,,,2023-08-18 00:00:00,0,0,Supercritical,2023,08,18
Douglas County Forest Products,Supercritical,BiCRS,Biochar,delivered,1.0,,1.0,2022-03-31 00:00:00,supercritical report,0,Supercritical,2022,03,31
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2022-01-15 00:00:00,https://charmindustrial.com/order?orderId=recprwoKOflbDxvcC,0,0,2022,01,15
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,3.0,,,2023-12-15 00:00:00,patch order id: ord_prod_fcfbae7bd7b35127c9fea7e9375aea67,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,5.2,,5.2,2023-12-15 00:00:00,patch order id: ord_prod_2b7821e6443f2a4a800e3158424fb30c,0,Patch,2023,12,15
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_64b2f7968decac81f2c72d11b2bd2c31,0,Patch,2023,12,15
Douglas County Forest Products,Individual,BiCRS,Biochar,delivered,5.0,,5.0,2022-08-31 00:00:00,marketplace report,0,Supercritical,2022,08,31
Energiewerk Ilg,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,80.6,,80.6,2021-01-10 13:15:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,01,10
Wakefield Biochar,Unknown,BiCRS,Biochar,delivered,105.0,18197,105.0,2023-01-26 00:00:00,0,0,Ceezer,2023,01,26
Oplandske Bioenergi (OBIO),Fortum Strøm,BiCRS,Biochar,delivered,2.0,,2.0,2023-01-04 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Accend,Puro,2023,01,04
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,5.0,,,2023-12-15 00:00:00,patch order id: ord_prod_e6189f868e58255b1567d7e12519504d,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_ff0854b431d294cb7113910b2fff5409,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_c48be8a4aee7a50144e7addb13351e8d,0,Patch,2023,12,15
Novocarbo,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,37.5,,37.5,2022-03-23 12:48:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,03,23
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_a55d9365a3f37218a5cbf2e81034740e,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.6,,0.6,2023-12-15 00:00:00,patch order id: ord_prod_fe20f328f22d746ccbf6f0508518bcb2,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,5.0,4050,,2022-06-02 07:50:14.767,https://app.klimate.co/orders/PO1000113,0,Klimate,2022,06,02
Alkali Earth,Frontier,ERW,Enhanced Weathering,undelivered,1351.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
Biochar Life,Aggregate Purchase,BiCRS,Biochar,undelivered,52.0,,,2023-09-11 00:00:00,Data partner submission through Portal,0,Klimate,2023,09,11
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2020-05-13 00:00:00,https://charmindustrial.com/order?orderId=rec5UjH8aUzngNNUM,0,0,2020,05,13
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,59.6,,,2023-12-15 00:00:00,patch order id: ord_prod_f35428c1753d639cebe9d14d9e9fa37f,0,Patch,2023,12,15
Capture6,Terraset,DAC/Mineralization,DAC,undelivered,1000.0,,,2023-11-14 00:00:00,Data partner submission through Portal,0,0,2023,11,14
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,2.5,,2.5,2023-12-15 00:00:00,patch order id: ord_prod_846ed79c0549f99df10d55d6e8b637ca,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,2.2,,,2023-12-15 00:00:00,patch order id: ord_prod_a72e92030a0b0436c193d8d7f57e5c8b,0,Patch,2023,12,15
Charm Industrial,Sourceful,BiCRS,Bio-oil,delivered,83.0,,83.0,2021-02-24 00:00:00,https://charmindustrial.com/order?orderId=rec9hacLNbbYocFOj,0,0,2021,02,24
Planboo,Aggregate Purchase,BiCRS,Biochar,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_317e742754057e260bee126dcd1aa06e,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,56.0,,,2022-12-31 00:00:00,marketplace report,0,Watershed,2022,12,31
Seaweed Generation,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_2ec193a83cab58bc605ce98d2f8d64c8,0,Patch,2023,12,15
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,344.0,,344.0,2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,19
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,25.0,,25.3,2020-12-23 00:00:00,https://charmindustrial.com/order?orderId=recUXVdRXZElkJtWT,0,Stripe Climate,2020,12,23
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.3,,0.3,2022-04-04 00:00:00,https://charmindustrial.com/order?orderId=recT770Ikzdy6jJN9,0,0,2022,04,04
Mission Zero,WRLD Foundation,DAC/Mineralization,DAC,undelivered,87.0,139200,,2023-09-29 00:00:00,0,0,Milkywire,2023,09,29
Wakefield Biochar,TravelPerk,BiCRS,Biochar,undelivered,930.0,,,2023-06-30 00:00:00,0,0,Supercritical,2023,06,30
Carbofex,Aggregate Purchase,BiCRS,Biochar,delivered,116.0,,116.0,2022-06-08 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,2022,06,08
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,16.0,,,2022-12-20 00:00:00,marketplace report,0,Watershed,2022,12,20
Echo2,Aggregate Purchase,BiCRS,Biochar,undelivered,500.0,,,2022-05-02 00:00:00,marketplace report,0,Watershed,2022,05,02
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,16.9,,,2023-12-15 00:00:00,patch order id: ord_prod_89fc2db5eaf3411fab600bc715c209eb,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,8.9,,,2023-12-15 00:00:00,patch order id: ord_prod_65515fdb28fb459a875fc1f68ac0cd78,0,Patch,2023,12,15
Andes,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,5.0,,,2023-12-15 00:00:00,patch order id: ord_prod_106c60f0a67b49bf38e6742ed14dd298,0,Patch,2023,12,15
